Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,h_c,s
0,1,3540,3540,3,5,0,90,110,0,0,0,5728,1,1,0.8626493
0,3,1080,150,0,1,0,950,50,1,2,1,5729,1,1,0.60497516
0,2,410,500,2,5,0,40,40,0,0,0,5730,0,1,0.8931027
0,3,150,150,1,6,0,0,0,1,4,1,5731,1,1,0.76691127
1,3,790,700,3,6,0,790,50,0,0,0,5732,0,1,0.83786744
1,3,1290,620,0,2,0,830,620,0,0,0,5733,0,1,0.91099644
1,2,1820,80,0,0,3,1770,70,0,0,0,5734,0,0,0.81351566
0,2,4800,230,0,0,0,4760,220,0,0,0,5735,1,1,0.85935
1,2,1940,140,0,0,0,1940,80,2,4,1,5736,0,0,0.770927
0,3,140,140,3,6,0,50,10,0,0,0,5737,1,1,0.82402515
0,1,340,70,0,0,0,280,0,1,12,1,5738,1,0,0.33254993
1,1,3430,150,0,0,0,3430,150,0,0,0,5739,0,1,0.86473864
0,3,520,340,1,6,0,520,30,0,0,0,5740,1,1,0.82422984
0,2,4390,4310,2,4,0,730,30,0,0,0,5741,1,1,0.8487763
0,1,760,100,0,0,3,660,100,1,12,1,5742,1,0,0.65318096
0,3,320,70,1,2,0,250,70,1,2,1,5743,1,1,0.5903739
1,3,440,400,3,6,0,440,270,0,0,0,5744,0,1,0.9203641
0,3,480,80,0,6,0,480,50,0,0,0,5745,1,1,0.853461
1,1,2590,110,0,0,0,2370,90,1,12,1,5746,0,0,0.7371491
1,0,90,170,2,6,0,0,170,0,0,0,5747,0,1,0.7404939
0,3,190,110,3,6,0,190,50,0,0,0,5748,1,1,0.8619455
0,3,290,100,2,6,0,290,0,1,2,1,5749,1,1,0.7001437
0,2,4870,370,0,0,6,4500,10,1,12,1,5750,1,0,0.6526592
1,1,220,220,3,6,0,10,50,0,0,0,5751,0,1,0.8822415
1,1,310,50,0,6,0,220,40,0,0,0,5752,0,1,0.6022506
0,2,0,0,0,6,0,0,0,0,0,0,5753,1,0,0.7309603
0,3,5150,370,0,0,0,4920,220,1,2,1,5754,1,0,0.73319435
1,1,470,90,0,0,0,400,0,1,11,1,5755,0,1,0.42283556
0,3,4910,500,0,0,0,4550,0,2,5,1,5756,1,0,0.64360714
1,2,9520,380,0,0,3,9020,340,0,0,0,5757,0,1,0.76575416
0,2,460,70,0,1,5,460,70,0,0,0,5758,1,0,0.8502013
0,3,5630,240,0,0,3,5530,240,0,0,0,5759,1,1,0.82830733
1,2,730,50,0,1,0,730,50,0,0,0,5760,0,1,0.8717393
1,3,190,160,1,6,0,190,0,1,3,1,5761,0,1,0.6998519
1,2,590,90,0,0,6,520,90,1,2,1,5762,0,1,0.69039994
1,2,610,90,0,2,2,540,90,0,0,0,5763,0,1,0.6930665
0,1,1200,480,0,4,0,1160,70,0,0,0,5764,1,1,0.86804086
1,2,7100,240,0,0,6,6880,240,0,0,0,5765,0,1,0.80350274
0,1,550,40,0,4,0,450,40,0,0,0,5766,1,1,0.70314187
1,2,3020,270,0,0,1,3020,120,0,0,0,5767,0,1,0.7926873
0,3,150,150,3,6,0,20,150,0,0,0,5768,0,1,0.8385684
1,2,80,0,0,6,0,80,0,1,4,1,5769,0,1,0.45075008
1,2,160,60,0,6,0,90,60,1,5,1,5770,0,0,0.6211924
1,2,480,230,3,6,0,480,130,0,0,0,5771,0,1,0.93612534
0,3,30,230,3,6,0,0,0,0,0,0,5772,1,1,0.8273933
0,2,910,50,0,6,0,910,40,0,0,0,5773,1,1,0.8410008
0,1,620,60,0,0,6,590,40,0,0,0,5774,1,1,0.75357133
1,2,1210,90,0,6,0,1210,50,0,0,0,5775,0,1,0.7832157
1,2,1540,60,0,2,0,1540,60,0,0,0,5776,0,1,0.8382085
0,1,3940,270,0,0,6,3940,160,0,0,0,5777,1,1,0.8194164
0,1,1680,50,0,0,1,1680,50,0,0,0,5778,1,1,0.8400698
1,2,1580,60,0,0,4,1410,60,0,0,0,5779,0,1,0.735883
0,1,50,30,1,6,0,50,10,0,0,0,5780,1,1,0.77630556
0,1,3180,180,0,0,1,2820,180,0,0,0,5781,1,1,0.7167329
1,3,10,10,0,6,0,10,10,0,0,0,5782,0,1,0.80493903
0,1,190,160,1,2,0,190,160,0,0,0,5783,1,1,0.893905
0,3,20,0,0,6,0,20,0,0,0,0,5784,1,1,0.83892304
0,2,3670,90,0,0,6,1870,90,1,8,1,5785,1,0,0.7320144
1,3,80,0,0,6,0,80,0,1,8,1,5786,0,0,0.25676823
1,2,4460,370,0,0,6,4200,370,2,4,1,5787,0,1,0.80560535
1,2,50,1200,2,6,0,0,0,0,0,0,5788,0,1,0.8370965
0,3,110,110,1,6,0,0,0,0,0,0,5789,1,1,0.7682391
0,2,20,10,1,6,0,20,0,0,0,0,5790,1,1,0.82919645
1,3,6650,310,0,0,0,6650,250,0,0,0,5791,0,1,0.85570425
0,2,350,2410,2,6,0,350,310,0,0,0,5792,1,1,0.86537814
1,2,590,60,0,0,0,540,40,1,9,1,5793,0,1,0.6117761
1,1,1140,90,0,6,0,960,60,1,2,1,5794,0,1,0.700856
0,3,3390,140,0,0,2,3390,140,0,0,0,5795,1,1,0.84235996
0,3,60,60,2,6,0,60,0,0,0,0,5796,1,1,0.74227494
0,3,20,0,0,6,0,20,0,0,0,0,5797,1,1,0.83892304
0,3,510,1260,4,6,0,60,90,0,0,0,5798,1,1,0.9008475
0,3,830,310,1,3,0,830,0,2,11,1,5799,1,1,0.8334078
1,3,250,310,3,6,0,0,0,1,1,1,5800,0,0,0.84238315
0,3,930,460,0,6,0,930,310,0,0,0,5801,1,1,0.9233562
0,3,550,600,5,4,1,50,100,0,0,0,5802,1,1,0.90644467
0,2,2410,230,0,0,3,2410,90,0,0,0,5803,1,1,0.78868085
1,2,3030,100,0,1,0,3030,100,0,0,0,5804,0,1,0.8426018
0,2,870,70,0,3,0,870,60,0,0,0,5805,1,1,0.8179405
0,2,1500,1500,3,5,0,130,790,0,0,0,5806,0,1,0.92320824
1,1,1990,70,0,0,0,1990,70,0,0,0,5807,0,0,0.8363739
0,3,5870,150,0,5,0,5870,120,0,0,0,5808,1,1,0.8421406
0,3,1610,1640,4,6,0,470,1640,0,0,0,5809,1,1,0.90754163
1,2,90,90,3,6,0,70,50,0,0,0,5810,0,1,0.8318694
1,3,6390,330,0,0,3,6150,330,0,0,0,5811,0,1,0.8079728
0,3,3560,160,0,0,0,3290,160,1,12,1,5812,1,0,0.7374951
1,3,120,120,2,6,0,40,0,0,0,0,5813,0,1,0.8315682
0,1,100,190,2,5,0,100,10,0,0,0,5814,1,1,0.87365824
1,3,280,100,2,5,0,280,80,0,0,0,5815,0,0,0.918661
1,3,0,0,0,6,0,0,0,1,1,1,5816,0,0,0.57692504
0,3,2720,2530,1,3,0,660,0,1,5,1,5817,1,0,0.8681126
0,2,4170,580,0,0,1,3690,580,1,2,1,5818,1,1,0.8388197
0,2,250,110,3,3,0,190,70,1,8,1,5819,1,0,0.7533021
1,2,2510,0,0,5,1,2510,0,0,0,0,5820,0,1,0.79364645
1,2,1750,80,0,0,0,1580,60,0,0,0,5821,0,1,0.7527478
0,3,4520,610,0,2,1,4520,100,0,0,0,5822,1,1,0.7768578
0,2,840,50,0,0,0,800,50,0,0,0,5823,1,1,0.8180885
1,1,1650,80,0,0,3,1650,0,1,4,1,5824,0,1,0.6429235
1,1,1510,60,0,0,3,1480,60,1,2,1,5825,0,1,0.83473593
0,2,250,60,0,0,1,70,30,0,0,0,5826,1,0,0.70355743
0,3,920,920,2,6,0,550,60,0,0,0,5827,1,0,0.89192194
0,2,1590,60,0,0,3,1580,60,1,6,1,5828,1,1,0.8369807
0,3,320,40,0,0,6,290,40,0,0,0,5829,1,1,0.6962337
1,2,4150,210,0,0,3,4010,210,0,0,0,5830,0,1,0.83797824
1,3,3210,150,0,0,0,3200,150,1,8,1,5831,0,0,0.8603559
1,3,5910,240,0,0,0,5910,210,0,0,0,5832,0,1,0.8720911
1,2,890,70,0,0,6,830,50,2,7,1,5833,0,1,0.69735724
1,1,5790,310,0,0,2,5660,310,1,2,1,5834,0,1,0.857704
0,2,2110,1600,2,4,0,1010,1600,0,0,0,5835,1,0,0.89826775
0,2,2790,160,0,0,2,2790,100,0,0,0,5836,0,1,0.8239562
0,2,70,0,0,0,0,70,0,1,32,1,5837,1,0,0.064063735
0,1,690,50,0,0,0,690,0,1,4,1,5838,1,1,0.49225643
0,3,30,30,1,6,0,0,0,0,0,0,5839,1,1,0.87293965
0,2,2430,210,0,0,0,2010,80,0,0,0,5840,1,1,0.7247909
0,3,5630,5880,1,3,0,200,120,0,0,0,5841,1,1,0.86495805
0,2,50,50,1,6,0,50,40,0,0,0,5842,1,1,0.83221656
0,2,50,950,2,6,0,30,50,0,0,0,5843,1,1,0.8086657
0,3,3650,760,0,0,0,3030,690,1,2,1,5844,1,1,0.8506981
1,2,1820,120,0,0,6,1740,110,1,22,1,5845,0,1,0.7419144
1,3,2520,610,0,0,3,1770,150,1,4,1,5846,0,0,0.7770274
1,3,0,10,1,6,0,0,0,1,1,1,5847,0,1,0.6847288
0,3,3420,130,0,0,3,3380,130,0,0,0,5848,1,1,0.83914745
1,1,4970,210,0,0,0,4970,210,0,0,0,5849,0,1,0.84403056
0,3,5210,5520,3,5,1,230,680,1,4,1,5850,1,1,0.8671812
0,2,2000,120,0,0,0,1910,70,0,0,0,5851,1,1,0.7687048
0,2,2180,180,0,0,0,1890,0,2,7,1,5852,1,0,0.53045857
0,2,950,50,0,0,0,900,50,0,0,0,5853,1,0,0.7675185
1,1,50,0,0,6,0,50,0,0,0,0,5854,0,1,0.7962456
1,3,860,860,2,6,0,430,860,0,0,0,5855,0,1,0.8902486
0,3,470,540,4,6,0,120,30,0,0,0,5856,1,1,0.89807826
1,3,4500,610,0,0,0,3960,610,0,0,0,5857,0,1,0.78877354
0,3,1570,0,0,5,1,1570,0,0,0,0,5858,1,1,0.81824785
0,3,0,0,0,6,0,0,0,1,1,1,5859,1,1,0.67733186
0,2,270,150,3,6,0,70,10,0,0,0,5860,1,1,0.6923426
0,1,1520,610,1,1,3,1450,70,0,0,0,5861,1,1,0.8515646
0,2,330,170,0,6,0,330,60,0,0,0,5862,1,1,0.8986457
0,2,1120,880,2,6,0,1120,880,0,0,0,5863,1,1,0.9183172
1,1,20,40,2,6,0,20,40,1,2,1,5864,0,0,0.6625659
0,3,290,290,3,6,0,40,170,0,0,0,5865,1,1,0.87230825
0,2,5420,240,0,0,0,5210,200,0,0,0,5866,1,1,0.8239067
0,2,640,70,0,0,0,640,0,1,10,1,5867,1,1,0.5073037
0,2,10,20,1,6,0,10,20,0,0,0,5868,1,1,0.79975194
1,2,5160,190,0,0,4,3750,180,0,0,0,5869,0,1,0.5856809
1,3,5260,430,0,0,6,4550,230,1,2,1,5870,0,0,0.69579834
0,3,6240,290,0,0,0,6130,290,0,0,0,5871,1,1,0.827674
0,1,1220,930,0,0,0,1120,70,0,0,0,5872,1,1,0.8354484
0,3,220,220,2,5,0,10,30,0,0,0,5873,1,1,0.87411547
1,1,3090,210,0,0,6,3090,0,2,8,1,5874,0,0,0.60023683
0,2,10270,340,0,0,6,10270,310,0,0,0,5875,1,0,0.84251946
1,2,6320,4120,1,1,2,6320,270,0,0,0,5876,0,1,0.8384954
0,3,250,7060,3,6,0,0,0,0,0,0,5877,1,1,0.84658265
0,2,510,770,3,6,0,260,530,0,0,0,5878,1,1,0.86706656
0,2,1310,50,0,0,1,1310,50,0,0,0,5879,1,1,0.834327
0,3,760,90,0,6,0,760,60,0,0,0,5880,1,1,0.82011753
0,3,1980,150,0,6,0,1480,150,0,0,0,5881,1,1,0.7593255
1,1,40,20,0,6,0,40,20,0,0,0,5882,0,1,0.84875333
1,2,580,50,0,0,4,500,50,2,4,1,5883,0,0,0.707413
0,3,620,60,0,0,6,560,0,1,4,1,5884,1,0,0.4000617
1,2,420,60,0,0,0,370,0,1,11,1,5885,0,1,0.32708085
0,2,260,60,0,0,0,140,60,1,9,1,5886,1,1,0.5492264
0,3,1210,150,0,6,0,1210,150,0,0,0,5887,1,1,0.8853046
1,2,1040,1040,2,6,0,440,1040,0,0,0,5888,0,1,0.91389626
1,2,310,310,3,6,0,110,90,0,0,0,5889,0,1,0.90465647
0,3,7170,300,0,0,0,7170,300,0,0,0,5890,1,1,0.8466235
1,2,4420,270,0,0,6,4330,210,0,0,0,5891,0,1,0.8206444
0,1,610,70,0,0,6,550,50,1,2,1,5892,1,0,0.67603725
1,1,3070,110,0,0,2,3070,110,0,0,0,5893,0,1,0.8543193
0,3,1000,1020,3,6,0,30,0,2,4,1,5894,1,0,0.83942837
0,3,3960,180,0,0,0,3800,150,0,0,0,5895,1,1,0.7772861
0,1,480,90,0,6,0,420,50,0,0,0,5896,1,1,0.71533144
0,3,4780,4930,2,4,0,1230,0,0,0,0,5897,1,1,0.8617425
0,3,170,870,2,6,0,30,170,0,0,0,5898,1,1,0.9027105
1,2,40,60,3,6,0,0,0,1,1,1,5899,0,1,0.7443704
1,2,200,30,0,6,0,180,30,0,0,0,5900,0,0,0.7026258
0,2,4010,300,0,0,6,3600,280,1,12,1,5901,1,1,0.72627836
0,3,1430,760,0,0,1,920,60,1,4,1,5902,1,1,0.8508545
1,2,810,60,0,0,0,810,60,1,6,1,5903,0,1,0.80576146
0,3,120,0,0,6,0,120,0,0,0,0,5904,1,1,0.78128654
0,2,2820,150,0,0,0,2600,150,0,0,0,5905,1,0,0.75902605
1,2,1520,70,0,0,3,1520,70,0,0,0,5906,0,1,0.8293387
0,2,2320,60,0,0,1,2320,60,1,2,1,5907,0,1,0.7880021
1,3,2110,120,0,0,0,2060,90,0,0,0,5908,0,1,0.8157259
0,3,3270,170,0,0,0,3230,150,0,0,0,5909,1,1,0.8492822
0,2,60,60,2,6,0,50,10,0,0,0,5910,1,1,0.8524258
0,2,880,110,0,0,6,770,110,1,2,1,5911,1,1,0.6579478
0,2,5220,230,0,0,0,5220,230,0,0,0,5912,1,0,0.8614473
0,2,3150,180,0,0,0,2880,150,0,0,0,5913,1,1,0.7556001
1,2,1440,1440,2,5,0,150,0,0,0,0,5914,0,1,0.8222746
1,3,0,0,0,6,0,0,0,1,32,1,5915,0,1,0.57995665
1,2,590,60,0,6,0,540,60,0,0,0,5916,0,1,0.715122
1,1,170,170,1,6,0,40,170,0,0,0,5917,0,0,0.8129257
0,1,20,20,2,6,0,0,10,2,3,1,5918,1,1,0.7707081
0,3,190,190,1,6,0,190,190,0,0,0,5919,1,1,0.88713366
0,3,20,20,3,6,0,0,10,0,0,0,5920,1,0,0.77910954
1,2,50,50,1,6,0,0,0,0,0,0,5921,0,1,0.808072
0,3,540,90,0,4,0,540,90,0,0,0,5922,1,1,0.85882103
0,3,190,0,0,6,0,190,0,0,0,0,5923,1,1,0.80476886
0,2,17760,8790,1,0,4,17760,0,1,9,1,5924,1,0,0.811976
1,2,150,150,3,6,0,50,10,0,0,0,5925,0,1,0.84851074
1,1,1710,90,0,0,6,1700,80,0,0,0,5926,0,1,0.83955234
0,3,510,490,2,6,0,370,0,0,0,0,5927,1,0,0.86614925
0,2,750,740,3,6,0,690,0,0,0,0,5928,1,1,0.82101905
1,1,510,50,0,0,0,510,50,0,0,0,5929,0,1,0.85678244
0,1,830,50,0,0,0,830,0,1,13,1,5930,1,0,0.5041676
1,2,2920,150,0,0,0,2590,130,0,0,0,5931,0,1,0.7559012
0,3,3700,460,0,0,6,3240,460,1,8,1,5932,1,1,0.7945898
1,1,230,230,4,6,0,20,60,0,0,0,5933,0,1,0.893746
0,3,2540,170,0,0,0,2520,140,1,2,1,5934,1,1,0.8099689
1,2,160,70,0,6,0,150,30,0,0,0,5935,0,1,0.8602567
0,1,320,320,1,6,0,140,120,0,0,0,5936,1,1,0.9341452
1,2,120,130,1,6,0,30,130,0,0,0,5937,0,1,0.8365721
1,2,1250,60,0,0,0,1050,60,0,0,0,5938,0,1,0.7189606
0,1,1280,1280,2,5,0,0,1280,1,1,1,5939,1,1,0.88899976
0,3,1770,180,0,0,6,1580,60,0,0,0,5940,1,1,0.6070859
1,2,920,90,0,0,6,770,50,1,2,1,5941,0,1,0.62258315
1,2,1190,1450,4,6,0,1190,10,0,0,0,5942,0,1,0.80732816
1,3,2090,150,0,0,0,2040,150,0,0,0,5943,0,1,0.83401394
0,3,1350,150,1,6,0,1350,40,0,0,0,5944,1,1,0.77776396
0,0,2120,2140,2,5,0,0,310,1,1,1,5945,1,1,0.91367954
0,2,910,890,1,2,0,210,60,0,0,0,5946,1,0,0.88974786
1,2,2790,1200,1,0,4,2790,150,0,0,0,5947,0,1,0.82322824
0,3,3360,110,0,0,0,3310,110,0,0,0,5948,1,1,0.82017094
1,2,2130,80,0,0,1,2130,80,0,0,0,5949,0,0,0.83858615
1,2,3030,150,0,0,3,2910,150,0,0,0,5950,0,1,0.81954044
1,3,170,0,0,6,0,170,0,0,0,0,5951,0,1,0.7392011
1,3,340,70,2,6,0,340,0,0,0,0,5952,0,1,0.60497963
0,3,0,0,0,6,0,0,0,1,1,1,5953,1,0,0.6773987
0,2,3520,170,0,0,0,3150,170,0,0,0,5954,1,1,0.77147704
0,2,410,70,0,1,0,410,70,0,0,0,5955,1,1,0.85433954
1,3,2300,840,2,6,0,2300,840,0,0,0,5956,0,1,0.9220792
0,2,3000,110,0,0,3,3000,110,0,0,0,5957,1,1,0.8371027
1,3,460,460,2,6,0,180,190,0,0,0,5958,0,1,0.9171621
0,2,1040,50,0,0,0,1040,0,1,3,1,5959,1,1,0.55310404
1,2,10120,370,0,0,2,10120,370,0,0,0,5960,0,1,0.84245384
1,2,810,50,0,6,0,790,50,0,0,0,5961,0,1,0.8331866
1,3,170,170,2,6,0,30,0,0,0,0,5962,0,1,0.86965567
1,3,670,80,0,6,0,530,0,2,7,1,5963,0,1,0.37201875
0,3,1720,120,0,0,0,1720,80,0,0,0,5964,1,1,0.7945084
1,2,1370,80,0,0,2,1370,50,0,0,0,5965,0,1,0.81534725
0,2,1910,120,0,0,0,1830,120,0,0,0,5966,1,1,0.7817132
0,3,2330,1680,3,3,0,1790,920,0,0,0,5967,1,1,0.94018036
1,3,550,290,3,6,0,550,30,0,0,0,5968,0,1,0.8007433
1,2,1080,50,0,4,0,1080,40,0,0,0,5969,0,1,0.84983784
0,3,550,60,0,0,2,480,40,0,0,0,5970,1,0,0.5480468
1,2,980,130,0,3,0,980,40,0,0,0,5971,0,0,0.8212287
0,3,2470,110,0,0,3,2430,110,0,0,0,5972,1,0,0.83730876
1,2,7640,310,0,3,1,7640,310,1,3,1,5973,0,1,0.835742
0,3,470,370,2,6,0,60,370,0,0,0,5974,1,1,0.8720681
0,2,1120,1120,1,3,0,450,330,0,0,0,5975,1,1,0.9153372
1,2,140,140,1,6,0,60,20,0,0,0,5976,0,1,0.9051172
0,1,3090,120,0,0,2,3040,120,1,2,1,5977,1,1,0.8157564
1,2,1140,750,0,5,0,1140,750,0,0,0,5978,0,1,0.92634666
0,3,570,70,0,0,0,490,50,1,11,1,5979,1,0,0.62528574
0,0,2540,430,1,2,3,2540,110,0,0,0,5980,1,1,0.81569064
1,3,1130,180,0,6,0,1040,120,0,0,0,5981,0,1,0.8356438
0,2,290,120,1,1,1,230,70,1,2,1,5982,1,0,0.7423264
0,3,2220,310,0,0,1,2220,310,0,0,0,5983,1,1,0.86016804
0,3,2000,100,0,1,4,1950,100,0,0,0,5984,1,1,0.84163535
1,1,1020,80,0,0,0,920,60,1,12,1,5985,0,1,0.5519106
1,2,60,30,0,6,0,60,30,0,0,0,5986,0,0,0.8283262
0,1,0,0,0,6,0,0,0,1,1,1,5987,1,0,0.4993358
1,3,8710,5240,1,0,5,8710,0,2,5,1,5988,0,1,0.82879984
0,3,2600,90,0,0,0,2600,90,0,0,0,5989,1,1,0.85537285
1,3,5050,380,0,0,0,4800,0,1,3,1,5990,0,1,0.6316368
0,3,30,30,1,6,0,20,20,0,0,0,5991,1,1,0.7375931
0,2,1670,400,0,0,0,1590,0,1,3,1,5992,1,1,0.8287479
1,2,10,10,0,6,0,10,10,0,0,0,5993,0,1,0.7749278
1,3,910,570,2,6,0,910,490,0,0,0,5994,0,1,0.90898204
0,3,700,240,2,6,0,700,200,0,0,0,5995,1,1,0.91008854
1,1,1540,170,0,0,3,1540,60,0,0,0,5996,0,1,0.79054505
0,1,1230,310,0,5,0,690,90,1,2,1,5997,1,1,0.8209428
0,1,5540,220,0,0,2,5540,220,0,0,0,5998,1,1,0.8491715
1,1,4700,210,0,4,0,4600,210,1,2,1,5999,0,1,0.8292457
1,2,410,60,0,5,0,410,60,0,0,0,6000,0,1,0.870319
0,3,190,80,2,6,0,190,50,0,0,0,6001,1,1,0.8790261
0,2,2350,170,0,0,6,2300,100,1,4,1,6002,1,0,0.77835137
0,3,1060,1070,1,6,0,70,30,0,0,0,6003,1,1,0.8564632
1,1,2390,220,0,0,3,2390,100,0,0,0,6004,0,1,0.7791146
1,1,860,860,3,6,0,70,290,0,0,0,6005,0,1,0.9101247
0,3,30,30,1,6,0,10,10,0,0,0,6006,1,0,0.77364165
1,1,2050,90,0,0,0,2050,90,0,0,0,6007,0,1,0.82621795
1,2,8120,1180,0,0,0,8120,510,0,0,0,6008,0,1,0.85877746
1,2,0,0,0,6,0,0,0,1,1,1,6009,0,1,0.666317
0,3,110,110,1,6,0,0,0,1,1,1,6010,1,1,0.7386608
1,3,0,0,0,6,0,0,0,1,1,1,6011,0,1,0.58083314
1,1,230,230,2,6,0,40,0,0,0,0,6012,0,0,0.8309452
0,2,890,60,0,0,6,880,60,0,0,0,6013,1,1,0.83217055
1,2,1090,130,0,0,0,1090,100,2,4,1,6014,0,0,0.8260231
1,2,0,0,0,6,0,0,0,1,1,1,6015,0,0,0.66409135
1,2,300,50,1,4,0,260,50,0,0,0,6016,0,1,0.768019
1,2,500,60,0,2,1,500,60,0,0,0,6017,0,0,0.8959035
0,1,620,40,0,0,6,620,40,1,3,1,6018,0,1,0.75582445
1,3,1320,60,0,5,0,1320,60,1,2,1,6019,0,0,0.84399736
0,3,0,0,0,6,0,0,0,0,0,0,6020,1,1,0.70626706
1,1,30,0,0,6,0,30,0,0,0,0,6021,0,1,0.85513514
0,3,0,0,0,6,0,0,0,1,1,1,6022,1,1,0.6795382
1,1,2160,200,0,0,3,1970,100,1,2,1,6023,0,1,0.6543032
0,2,130,150,5,6,0,50,0,1,2,1,6024,1,1,0.73210025
1,3,11020,3050,0,0,1,8370,0,1,7,1,6025,0,0,0.78872466
0,3,800,820,1,6,0,130,30,0,0,0,6026,1,1,0.8807657
1,3,3350,150,0,0,3,3190,150,0,0,0,6027,0,1,0.8103887
0,3,3690,0,0,5,0,3690,0,0,0,0,6028,1,1,0.7910666
1,1,910,910,3,6,0,60,80,0,0,0,6029,0,0,0.8665786
1,3,910,150,0,6,0,670,40,0,0,0,6030,0,1,0.6719809
0,3,10,10,4,6,0,0,0,2,5,1,6031,1,1,0.8119644
1,2,2250,1990,2,6,0,270,1990,1,2,1,6032,0,1,0.92423356
1,2,2550,1220,2,5,0,2550,810,0,0,0,6033,0,1,0.91626424
1,2,160,160,3,6,0,10,140,0,0,0,6034,0,0,0.82868874
1,3,940,950,2,6,0,70,50,0,0,0,6035,0,0,0.8533845
1,1,160,150,2,6,0,160,150,0,0,0,6036,0,1,0.87339276
0,3,380,380,3,6,0,130,380,0,0,0,6037,1,1,0.9024012
0,2,3710,370,0,0,3,3540,370,1,8,1,6038,1,1,0.8423139
1,2,2380,120,0,4,0,2330,120,0,0,0,6039,0,1,0.8291019
0,2,70,0,0,6,0,70,0,1,31,1,6040,1,0,0.048616547
0,2,830,280,0,6,0,810,40,0,0,0,6041,1,1,0.7951232
0,3,3000,120,0,0,3,2860,120,0,0,0,6042,1,1,0.7834923
1,2,350,350,1,6,0,20,0,0,0,0,6043,0,1,0.82622653
1,3,150,0,0,6,0,150,0,1,12,1,6044,0,0,0.27107155
1,2,5620,410,0,0,6,5620,160,1,12,1,6045,0,0,0.77310187
0,3,2390,310,0,2,0,2160,310,0,0,0,6046,1,1,0.8341745
1,2,0,0,0,6,0,0,0,1,1,1,6047,0,0,0.666317
0,2,640,60,0,6,0,640,0,1,3,1,6048,1,1,0.46992883
1,1,6210,190,0,0,3,6210,180,1,5,1,6049,0,1,0.80077225
1,0,810,170,0,0,3,590,50,0,0,0,6050,0,1,0.6400475
1,2,150,150,2,6,0,70,150,0,0,0,6051,0,0,0.84938246
1,2,1350,70,0,2,4,1350,0,1,3,1,6052,0,1,0.6330911
1,3,100,100,3,6,0,30,70,0,0,0,6053,0,0,0.8040784
1,3,130,130,2,6,0,0,20,1,1,1,6054,0,0,0.82370746
0,3,0,0,0,6,0,0,0,1,20,1,6055,1,0,0.7566096
1,0,4390,3360,1,2,1,4390,190,0,0,0,6056,0,1,0.8402288
1,3,50,50,1,6,0,20,20,0,0,0,6057,0,1,0.8063243
0,3,5140,240,0,0,0,4920,240,0,0,0,6058,1,1,0.7925822
1,3,10820,440,0,0,6,10750,400,0,0,0,6059,0,1,0.84523046
0,3,70,70,3,6,0,10,40,1,2,1,6060,1,1,0.77422655
1,2,4570,210,0,0,6,4210,210,1,12,1,6061,0,1,0.70155376
1,2,650,540,1,4,0,50,540,0,0,0,6062,0,1,0.8542049
0,3,420,430,5,6,0,0,0,0,0,0,6063,1,1,0.84051216
0,2,3050,60,0,1,3,2810,60,0,0,0,6064,1,1,0.7674946
1,1,540,50,0,0,2,390,50,1,2,1,6065,0,1,0.7300396
1,3,210,210,2,6,0,10,210,1,2,1,6066,0,1,0.85018027
0,2,2490,60,0,2,1,2490,60,0,0,0,6067,1,1,0.83471715
1,3,770,4110,1,6,0,770,0,0,0,0,6068,0,1,0.8547446
0,2,4410,3050,1,3,0,4410,180,0,0,0,6069,1,1,0.84272903
1,2,2320,110,0,1,2,2270,110,0,0,0,6070,0,1,0.8418065
1,2,5400,240,0,0,0,5100,240,0,0,0,6071,0,1,0.7942908
1,2,100,100,2,6,0,10,30,2,6,1,6072,0,0,0.73686814
1,3,6270,600,3,5,1,6270,310,0,0,0,6073,0,0,0.8035831
0,3,1490,1490,3,5,0,800,960,0,0,0,6074,1,1,0.9158079
1,3,870,60,0,0,4,810,60,0,0,0,6075,0,1,0.74533963
0,2,3970,380,0,0,6,3830,130,1,4,1,6076,1,0,0.7398959
0,2,680,240,1,5,0,680,40,0,0,0,6077,1,1,0.86060774
0,3,4520,250,0,0,6,4500,250,1,14,1,6078,1,0,0.8037654
0,3,3030,310,0,6,0,2710,150,0,0,0,6079,1,1,0.6779405
1,3,1510,1510,4,4,0,250,1510,0,0,0,6080,0,1,0.90372384
1,1,2180,100,0,0,6,2180,100,0,0,0,6081,0,1,0.84373397
1,2,520,50,0,0,0,490,0,1,9,1,6082,0,1,0.3390111
0,2,2260,120,0,0,6,2260,10,1,4,1,6083,1,0,0.6546663
0,3,30,0,0,6,0,30,0,1,16,1,6084,1,0,0.0366976
1,3,4230,340,0,0,6,3800,340,1,8,1,6085,0,0,0.75643075
0,2,530,70,0,3,0,530,70,0,0,0,6086,1,1,0.8665343
0,2,3040,150,0,0,0,3040,150,0,0,0,6087,1,0,0.8647716
0,2,1050,120,0,0,0,820,110,1,8,1,6088,1,0,0.59191906
1,2,3430,390,0,0,1,3430,0,1,7,1,6089,0,1,0.62282944
0,2,3180,3180,2,5,0,250,230,0,0,0,6090,1,1,0.8663051
