Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,h_c,s
0,1,6020,310,0,0,0,5660,310,0,0,0,5256,0,1,0.78745705
0,1,140,140,3,6,0,20,120,0,0,0,5257,1,1,0.8568004
1,1,4290,160,0,0,3,4290,160,0,0,0,5272,0,1,0.8606831
0,3,1170,40,0,1,5,540,40,0,0,0,5293,1,1,0.758802
0,2,1530,40,0,0,1,1530,40,0,0,0,5297,1,1,0.8096072
0,2,4850,4730,1,1,2,400,4730,0,0,0,5307,1,1,0.90267116
0,2,10,0,3,6,0,10,0,0,0,0,5317,1,0,0.8658903
0,3,250,250,2,6,0,120,90,0,0,0,5326,1,1,0.9206492
1,1,1540,70,0,3,3,1460,70,0,0,0,5330,0,1,0.7885828
0,2,1560,120,0,0,6,1560,0,1,3,1,5345,0,1,0.55661476
1,2,7190,340,0,2,0,7190,340,0,0,0,5397,0,1,0.8532429
1,1,890,460,1,6,0,890,30,0,0,0,5409,0,1,0.8105247
1,3,7190,230,0,0,1,7190,230,0,0,0,5414,0,1,0.83021295
0,3,530,530,3,6,0,520,110,0,0,0,5433,1,1,0.9230975
1,2,560,50,0,0,0,460,50,0,0,0,5445,0,1,0.646764
1,1,520,80,0,0,0,330,60,1,2,1,5497,0,1,0.6392353
0,2,80,80,1,6,0,60,80,0,0,0,5534,1,0,0.8056698
0,2,1160,50,0,0,6,590,40,0,0,0,5574,1,0,0.7247208
0,2,110,0,0,6,0,110,0,0,0,0,5576,1,0,0.809389
1,2,490,150,0,5,0,350,150,0,0,0,5582,0,1,0.710558
1,2,170,170,3,6,0,0,0,1,1,1,5584,0,1,0.7584479
0,2,2000,150,0,0,6,1730,90,1,2,1,5604,1,0,0.6797714
0,3,10,10,1,6,0,0,0,0,0,0,5608,1,1,0.8116875
0,2,1540,60,0,1,5,1530,60,0,0,0,5611,1,1,0.8231368
1,3,60,60,2,6,0,50,20,0,0,0,5612,0,1,0.8470477
0,2,2210,90,0,0,6,2020,90,1,10,1,5642,1,1,0.7300305
0,2,640,80,0,0,6,590,0,1,6,1,5655,1,1,0.29109633
0,2,6100,2260,1,0,0,6100,150,0,0,0,5663,1,1,0.84389746
0,2,3030,220,0,0,0,3010,120,0,0,0,5671,1,1,0.79461974
1,2,460,80,0,0,0,360,80,1,12,1,5681,0,0,0.5574197
0,3,1230,610,0,6,0,770,610,0,0,0,5688,1,1,0.90049654
0,3,90,60,1,6,0,90,0,1,2,1,5692,1,0,0.72024363
0,3,20,20,2,6,0,0,10,0,0,0,5702,1,1,0.78384817
0,3,5530,4800,3,4,0,5530,180,0,0,0,5706,0,1,0.8242543
1,0,660,130,0,0,6,660,50,1,2,1,5707,0,1,0.8551239
1,2,1480,150,0,0,3,1420,60,0,0,0,5711,0,1,0.7104832
0,2,0,0,0,6,0,0,0,0,0,0,5753,1,0,0.7309603
0,3,5150,370,0,0,0,4920,220,1,2,1,5754,1,0,0.73319435
1,2,7100,240,0,0,6,6880,240,0,0,0,5765,0,1,0.80350274
0,2,2410,230,0,0,3,2410,90,0,0,0,5803,1,1,0.78868085
1,1,1510,60,0,0,3,1480,60,1,2,1,5825,0,1,0.83473593
1,2,4150,210,0,0,3,4010,210,0,0,0,5830,0,1,0.83797824
0,2,50,50,1,6,0,50,40,0,0,0,5842,1,1,0.83221656
0,2,1310,50,0,0,1,1310,50,0,0,0,5879,1,1,0.834327
0,3,7170,300,0,0,0,7170,300,0,0,0,5890,1,1,0.8466235
1,2,810,60,0,0,0,810,60,1,6,1,5903,0,1,0.80576146
0,3,120,0,0,6,0,120,0,0,0,0,5904,1,1,0.78128654
0,3,510,490,2,6,0,370,0,0,0,0,5927,1,0,0.86614925
1,2,2790,1200,1,0,4,2790,150,0,0,0,5947,0,1,0.82322824
0,3,0,0,0,6,0,0,0,1,1,1,5953,1,0,0.6773987
0,3,1720,120,0,0,0,1720,80,0,0,0,5964,1,1,0.7945084
1,2,1370,80,0,0,2,1370,50,0,0,0,5965,0,1,0.81534725
0,2,290,120,1,1,1,230,70,1,2,1,5982,1,0,0.7423264
0,2,1670,400,0,0,0,1590,0,1,3,1,5992,1,1,0.8287479
1,2,300,50,1,4,0,260,50,0,0,0,6016,0,1,0.768019
0,2,830,280,0,6,0,810,40,0,0,0,6041,1,1,0.7951232
1,2,5620,410,0,0,6,5620,160,1,12,1,6045,0,0,0.77310187
1,0,810,170,0,0,3,590,50,0,0,0,6050,0,1,0.6400475
1,2,1350,70,0,2,4,1350,0,1,3,1,6052,0,1,0.6330911
1,3,6270,600,3,5,1,6270,310,0,0,0,6073,0,0,0.8035831
0,3,30,0,0,6,0,30,0,1,16,1,6084,1,0,0.0366976
0,2,940,40,0,6,0,910,40,0,0,0,6136,1,1,0.79556125
0,3,10,170,1,6,0,10,10,1,4,1,6155,1,0,0.7789535
1,2,1390,150,0,0,2,1390,90,0,0,0,6190,0,1,0.7993524
0,1,1580,480,0,0,1,1580,120,0,0,0,6199,1,1,0.866107
1,1,910,160,0,0,3,880,50,0,0,0,6227,0,1,0.842385
1,3,5860,5880,1,0,0,5630,210,1,2,1,6228,0,0,0.8446389
0,3,6950,310,0,0,1,6950,210,0,0,0,6241,1,1,0.8489493
0,3,2570,370,0,0,0,2570,100,1,4,1,6243,1,1,0.7850549
0,2,1180,50,0,0,0,1180,50,0,0,0,6290,1,1,0.8320845
0,1,640,640,1,1,4,620,0,2,6,1,6337,1,1,0.70824814
0,2,500,490,3,6,0,60,250,0,0,0,6339,0,1,0.9172636
1,3,30,30,5,6,0,0,30,1,1,1,6353,0,1,0.71563745
1,2,200,200,1,6,0,0,0,1,1,1,6381,0,1,0.74767685
0,1,310,40,0,2,4,250,40,0,0,0,6389,0,1,0.6595999
1,3,70,70,2,6,0,0,30,0,0,0,6410,0,1,0.7810519
1,2,3410,240,0,0,6,3360,0,2,8,1,6416,0,0,0.5796143
0,3,1290,680,3,5,0,300,330,0,0,0,6423,1,1,0.895695
0,2,2120,100,0,0,6,2040,100,0,0,0,6441,1,1,0.83297175
1,3,470,380,2,6,0,470,380,0,0,0,6447,0,1,0.90886325
1,2,2020,2090,1,1,0,0,2090,1,1,1,6480,0,1,0.89285743
0,2,4740,310,0,0,1,4740,230,0,0,0,6482,1,1,0.85919505
1,2,110,250,3,6,0,80,60,0,0,0,6483,0,0,0.87129736
1,1,430,310,1,0,0,430,90,1,2,1,6486,0,0,0.9165656
1,2,90,70,1,6,0,0,0,1,1,1,6503,0,1,0.69245344
0,1,1090,160,0,0,6,570,160,0,0,0,6518,1,0,0.8332747
0,3,2490,210,0,0,6,2310,210,1,8,1,6539,1,0,0.7423375
1,1,5840,3220,1,3,0,2720,3220,0,0,0,6544,0,1,0.8999634
1,2,2140,140,1,3,0,2140,80,0,0,0,6547,0,1,0.7940505
1,1,40,30,2,6,0,20,30,1,2,1,6557,0,0,0.6744629
1,2,930,40,0,6,0,930,40,1,2,1,6566,0,0,0.818555
0,3,1050,60,0,0,0,980,60,0,0,0,6572,1,1,0.73633784
0,1,630,100,0,2,3,550,90,1,4,1,6604,0,1,0.6435684
1,3,1510,80,0,0,0,1340,80,0,0,0,6605,0,1,0.7318687
1,3,2530,2580,1,6,0,1410,2580,0,0,0,6609,0,1,0.9105366
1,2,1120,100,0,0,0,1110,100,1,6,1,6621,0,0,0.82859224
0,2,550,40,0,0,6,530,0,1,4,1,6657,1,1,0.506673
1,2,1240,180,3,5,0,1240,30,1,3,1,6665,0,1,0.79896593
1,1,1960,90,0,0,3,1290,90,0,0,0,6668,0,1,0.76517224
0,3,3410,6720,1,5,0,3410,40,0,0,0,6670,1,1,0.89705163
1,2,110,110,3,6,0,0,0,1,1,1,6675,0,1,0.70781285
1,2,660,630,2,1,0,660,600,0,0,0,6689,0,1,0.9079729
0,2,600,730,1,1,4,540,60,0,0,0,6707,1,1,0.88198215
1,3,190,80,1,6,0,70,80,1,6,1,6725,0,0,0.47497436
1,2,1080,50,0,6,0,960,50,0,0,0,6732,0,1,0.75578886
0,2,280,50,0,0,3,240,50,2,4,1,6744,1,0,0.602235
0,2,1460,90,0,6,0,1240,90,0,0,0,6745,1,1,0.7329604
1,1,460,50,0,0,0,360,50,0,0,0,6748,0,0,0.74142355
1,3,0,0,0,6,0,0,0,1,1,1,6762,0,1,0.5786132
1,3,6610,290,0,0,6,6430,290,0,0,0,6766,0,1,0.7979672
0,3,1420,80,0,2,0,1230,60,0,0,0,6787,1,1,0.69287276
0,2,20,60,2,6,0,0,0,1,1,1,6791,1,1,0.8007049
1,2,3790,180,0,0,0,3400,180,0,0,0,6862,0,1,0.7902872
0,3,1590,70,0,3,3,1590,0,1,3,1,6870,1,1,0.58856547
1,2,90,90,2,6,0,70,0,0,0,0,6879,0,1,0.76702577
1,2,750,50,0,6,0,750,40,0,0,0,6927,0,1,0.7882868
0,3,40,390,2,6,0,0,0,1,1,1,6930,1,1,0.79059535
0,3,400,90,1,6,0,250,60,0,0,0,6959,1,1,0.6150107
0,1,340,340,1,1,0,190,30,0,0,0,6984,1,0,0.8791547
1,3,1130,1130,3,6,0,920,1130,0,0,0,6998,0,1,0.9284019
0,2,3100,150,0,0,3,3100,150,0,0,0,7005,1,1,0.85583913
0,2,1250,1250,3,5,0,70,1250,0,0,0,7014,1,1,0.90627986
1,3,3110,920,1,5,0,2860,310,0,0,0,7015,0,1,0.8537981
1,2,1540,80,0,0,3,1470,70,0,0,0,7034,0,1,0.7860849
1,3,3710,240,0,0,6,3440,100,1,13,1,7037,0,1,0.733992
1,2,420,60,0,6,0,300,0,1,7,1,7046,0,1,0.36202583
1,2,80,80,1,6,0,0,80,1,1,1,7047,0,0,0.8116863
1,2,460,60,0,6,0,370,40,1,2,1,7060,0,1,0.6089616
1,3,1070,130,0,0,0,860,110,1,8,1,7070,0,0,0.612437
0,2,2620,2620,2,2,0,30,290,0,0,0,7074,1,1,0.8840592
0,3,490,60,0,2,1,490,0,1,6,1,7082,1,0,0.47348097
0,1,1320,160,1,3,2,1270,120,0,0,0,7102,1,1,0.79296595
0,3,6180,760,0,0,0,5910,460,0,0,0,7111,1,1,0.80698603
0,3,40,20,1,6,0,40,20,0,0,0,7120,1,1,0.8495504
0,2,4340,210,0,0,0,4340,210,0,0,0,7125,1,1,0.86042345
1,1,60,60,3,6,0,40,20,0,0,0,7150,0,1,0.8343621
1,3,520,40,0,0,3,420,40,0,0,0,7198,0,1,0.7742069
1,2,120,120,3,6,0,40,120,0,0,0,7219,0,0,0.80717343
0,3,620,50,0,0,6,510,50,1,2,1,7233,1,1,0.6959094
0,1,50,120,2,6,0,50,40,0,0,0,7243,1,0,0.77333355
0,2,350,1330,3,6,0,250,80,0,0,0,7252,1,1,0.8951283
0,1,2150,90,0,0,6,2150,70,0,0,0,7254,0,1,0.82447636
1,3,550,90,0,6,0,500,90,0,0,0,7255,0,1,0.79148144
0,2,6120,140,0,4,2,6070,140,0,0,0,7259,1,1,0.81082004
0,2,360,40,0,4,0,340,30,0,0,0,7267,1,1,0.7012878
1,2,550,460,2,6,0,250,150,0,0,0,7273,0,1,0.9538781
1,3,4120,450,0,0,5,3460,450,2,8,1,7291,0,0,0.79502827
0,2,360,360,3,6,0,60,80,0,0,0,7303,1,1,0.89961475
0,2,2640,180,0,0,6,2520,180,1,14,1,7310,1,0,0.7209535
0,3,590,90,0,6,0,470,90,1,8,1,7331,1,0,0.53197694
1,2,2910,90,0,0,6,2910,70,0,0,0,7372,0,1,0.83438075
1,2,3270,210,0,0,3,3270,210,0,0,0,7393,0,1,0.836024
0,2,3300,150,0,0,3,3300,150,2,4,1,7416,1,1,0.8573125
1,2,930,1590,3,1,4,0,1590,1,1,1,7418,0,1,0.89796233
0,3,3540,130,0,0,1,3540,110,0,0,0,7435,1,0,0.8266214
1,3,0,0,0,6,0,0,0,1,1,1,7455,0,0,0.57692736
1,2,5640,620,0,0,0,5240,620,0,0,0,7460,0,1,0.8030916
0,1,120,70,2,6,0,120,60,0,0,0,7463,1,1,0.85885817
0,3,520,110,0,6,0,520,110,2,3,1,7500,1,1,0.8831857
0,2,3480,310,0,0,4,3480,150,0,0,0,7512,1,1,0.7932051
0,2,3640,180,0,0,0,3640,180,0,0,0,7518,1,1,0.8516236
1,2,190,190,2,6,0,40,160,0,0,0,7522,0,1,0.7858815
1,2,310,310,1,6,0,120,20,0,0,0,7524,0,1,0.9059983
0,2,310,50,0,5,0,220,40,1,6,1,7527,1,1,0.5361035
0,2,4320,240,0,0,3,4320,240,1,2,1,7537,1,1,0.8439917
0,2,710,50,0,0,0,630,40,1,12,1,7568,1,0,0.5393757
1,2,460,460,1,6,0,30,30,0,0,0,7605,0,1,0.868644
0,2,1120,160,0,0,6,1120,100,0,0,0,7642,1,1,0.86164606
1,2,990,990,2,5,0,310,990,0,0,0,7649,0,1,0.91095805
1,1,520,50,0,0,1,520,50,0,0,0,7653,0,1,0.82872194
0,3,590,0,0,6,0,590,0,0,0,0,7664,1,1,0.75083435
0,2,1040,1630,1,0,6,1040,0,1,9,1,7666,1,0,0.79337925
1,3,3740,2440,0,0,0,3070,120,0,0,0,7737,0,1,0.8745977
0,2,1390,210,0,0,0,1390,60,1,2,1,7738,1,0,0.79224414
0,1,1240,310,1,1,1,1050,60,0,0,0,7787,1,1,0.7995511
1,3,6320,460,0,0,1,6000,180,0,0,0,7831,0,1,0.7545721
0,3,2160,180,0,0,0,1960,180,1,6,1,7835,1,1,0.71179
0,1,5030,5030,3,4,0,1940,60,0,0,0,7837,1,1,0.86608034
0,1,2010,1930,1,5,0,190,60,0,0,0,7840,1,1,0.85849607
0,3,0,10,5,6,0,0,0,1,1,1,7857,1,1,0.48712158
0,2,10,30,1,6,0,10,10,0,0,0,7858,1,1,0.7250037
0,2,460,460,3,6,0,60,460,0,0,0,7882,1,0,0.8769178
0,3,270,160,1,6,0,270,0,0,0,0,7928,1,0,0.8065187
1,2,950,50,0,0,2,920,50,0,0,0,7943,0,1,0.7542932
1,1,420,90,0,0,0,320,90,1,8,1,7968,0,0,0.5612419
1,3,600,90,0,0,0,310,90,0,0,0,7996,0,1,0.83923626
0,3,1330,90,0,0,0,1170,90,1,8,1,8015,1,0,0.61570364
0,3,3390,130,0,0,3,3380,130,0,0,0,8028,1,1,0.8524591
0,2,1280,150,0,0,0,1090,60,1,2,1,8074,1,1,0.620629
0,2,4020,60,0,5,0,4020,60,0,0,0,8081,1,1,0.8351258
1,2,30,0,0,6,0,30,0,0,0,0,8098,0,1,0.8274733
1,3,5130,5800,1,3,0,5130,190,0,0,0,8102,0,1,0.8316152
1,2,4720,390,0,0,0,4150,160,2,8,1,8104,0,0,0.6734361
0,3,5130,190,0,0,3,4640,180,0,0,0,8162,1,1,0.77161145
1,0,4090,150,0,0,6,4090,150,0,0,0,8170,0,1,0.84684354
0,2,6040,4770,3,4,0,6040,4770,1,1,1,8173,1,1,0.917948
0,2,1590,40,0,0,3,1590,0,1,4,1,8174,1,0,0.5812279
0,2,1340,60,0,0,5,1210,60,1,12,1,8178,1,0,0.66592956
0,3,1140,1220,3,6,0,50,240,0,0,0,8193,1,1,0.8921551
1,1,910,50,0,4,0,910,50,0,0,0,8206,0,1,0.8428003
0,3,10,10,2,6,0,0,10,1,1,1,8217,1,1,0.71782464
1,2,900,110,0,0,6,860,50,1,9,1,8224,0,1,0.7124486
1,1,240,160,0,6,0,240,160,0,0,0,8239,0,1,0.9279382
1,2,840,110,0,0,4,680,60,1,2,1,8251,0,1,0.63126945
1,3,100,80,2,6,0,100,40,0,0,0,8281,0,1,0.8455446
1,2,1430,330,1,3,3,1360,70,0,0,0,8284,0,1,0.86995715
1,2,310,40,0,0,6,260,40,0,0,0,8296,0,1,0.5678364
1,2,930,140,0,0,6,750,40,1,2,1,8305,0,0,0.6524257
0,0,3020,150,0,0,0,3020,120,0,0,0,8314,1,1,0.8403414
1,2,0,0,0,6,0,0,0,1,1,1,8320,0,0,0.666317
1,2,630,50,0,0,6,630,50,1,12,1,8323,0,0,0.6941957
1,2,1750,1750,2,2,0,310,1550,0,0,0,8324,0,1,0.8917587
1,1,640,40,0,4,0,640,40,0,0,0,8332,0,1,0.7135109
0,3,2160,150,0,0,4,1880,70,1,4,1,8349,1,1,0.6221973
0,2,410,320,1,6,0,410,320,0,0,0,8404,1,1,0.93090194
0,2,820,60,0,0,6,820,50,0,0,0,8412,1,1,0.8460516
1,2,560,40,0,3,0,560,40,0,0,0,8420,0,1,0.7840063
1,2,2380,210,0,0,0,1780,150,0,0,0,8435,0,1,0.74444443
1,2,20,20,2,6,0,0,0,1,1,1,8475,0,1,0.87210274
0,3,1670,1680,2,5,0,360,1680,0,0,0,8529,1,1,0.89958555
1,1,3600,130,0,0,0,3600,130,0,0,0,8547,0,1,0.84906065
1,1,320,0,0,4,0,320,0,1,5,1,8563,0,0,0.69267476
1,1,3320,140,0,0,6,3260,120,0,0,0,8566,0,1,0.8377651
0,3,9070,3240,0,0,2,8900,700,1,9,1,8582,1,0,0.8587743
1,3,150,160,3,6,0,60,130,0,0,0,8614,0,1,0.8250009
0,2,2980,110,0,0,3,2980,0,1,3,1,8627,1,1,0.6897056
0,2,5620,1530,0,0,0,5620,220,0,0,0,8668,1,1,0.8546508
1,3,2960,2960,2,5,0,410,420,0,0,0,8676,0,1,0.92709285
0,2,1320,120,0,0,0,1300,50,1,2,1,8707,1,0,0.7759136
0,1,110,110,2,6,0,0,30,1,1,1,8710,1,1,0.8058011
1,3,1220,60,0,0,0,1220,60,0,0,0,8737,0,1,0.8527679
1,3,20,20,1,6,0,0,0,1,1,1,8761,0,1,0.7458373
0,2,570,60,0,0,5,480,60,0,0,0,8766,1,1,0.63499975
0,2,530,120,0,6,0,330,60,0,0,0,8799,1,1,0.6269093
1,2,730,30,0,5,0,730,30,0,0,0,8805,0,1,0.85798264
1,2,580,570,2,6,0,580,40,0,0,0,8845,0,1,0.82997006
0,3,110,50,1,6,0,110,0,0,0,0,8847,1,1,0.64784807
1,3,0,0,0,6,0,0,0,1,1,1,8865,0,0,0.57876396
1,3,4610,120,0,0,2,4610,120,1,2,1,8867,0,0,0.8367234
1,2,4390,150,0,0,0,4390,140,0,0,0,8870,0,1,0.85887223
0,3,80,80,3,6,0,50,60,0,0,0,8875,1,1,0.7750447
0,3,190,150,1,6,0,160,150,1,1,1,8881,1,1,0.88593113
0,1,1310,80,0,0,0,1190,60,1,5,1,8886,0,0,0.630345
0,3,80,0,0,6,0,80,0,0,0,0,8891,1,0,0.76323575
0,3,2810,3150,2,4,0,40,310,0,0,0,8923,1,1,0.90982693
0,2,50,50,2,6,0,0,50,0,0,0,8931,1,1,0.74549913
0,3,4770,3420,1,1,0,2540,610,0,0,0,8958,1,0,0.90969115
0,3,4950,660,0,0,0,4010,140,1,2,1,8974,1,0,0.70934093
1,3,210,210,3,6,0,30,210,1,2,1,8976,0,1,0.861444
0,3,4570,2750,1,2,0,4570,1830,0,0,0,8977,1,1,0.9349455
0,2,260,150,3,6,0,260,10,0,0,0,8978,1,1,0.8311261
0,2,890,60,0,2,3,860,60,0,0,0,8981,1,1,0.80680424
0,1,3300,1300,0,0,0,3130,150,0,0,0,8982,1,1,0.8693611
0,3,1550,250,0,0,6,1400,180,1,6,1,8994,1,1,0.7125477
1,3,240,240,2,6,0,10,10,0,0,0,9010,0,1,0.8856007
0,3,9330,370,0,0,6,9280,350,1,2,1,9011,1,0,0.8502405
1,3,1380,200,0,0,0,1150,50,0,0,0,9024,0,1,0.6229494
1,2,730,1410,3,6,0,430,340,0,0,0,9055,0,1,0.9108123
1,3,660,5140,4,6,0,20,580,0,0,0,9077,0,0,0.89333016
0,2,1730,310,0,0,6,1480,0,1,31,1,9079,1,1,0.5790394
0,2,4800,1830,0,0,2,4800,190,0,0,0,9083,1,1,0.8711618
0,2,860,760,1,2,0,720,60,0,0,0,9103,1,1,0.82347846
0,1,2140,100,0,0,1,2140,50,0,0,0,9168,1,1,0.8225381
1,3,0,0,0,6,0,0,0,0,0,0,9174,0,0,0.60388327
0,2,960,90,0,0,5,930,50,1,2,1,9176,1,1,0.68051267
0,2,5220,150,0,3,1,5220,150,0,0,0,9232,1,1,0.8265434
0,3,550,1130,3,6,0,120,130,0,0,0,9276,1,1,0.8986954
0,2,130,320,1,6,0,130,30,0,0,0,9293,1,1,0.86142004
0,2,740,60,0,0,0,670,0,2,7,1,9328,1,0,0.41271508
1,2,1090,110,0,6,0,1090,50,1,3,1,9348,0,1,0.7867265
0,1,2970,600,1,2,2,2970,110,0,0,0,9354,1,1,0.84228975
1,3,3400,180,0,0,0,3380,120,0,0,0,9368,0,0,0.8318423
0,3,2420,640,0,0,3,2380,100,0,0,0,9448,1,1,0.8552064
1,2,5190,220,0,0,3,5150,210,0,0,0,9473,0,1,0.8504487
0,3,1090,540,1,1,0,1090,150,0,0,0,9484,1,1,0.9067688
1,3,1440,1140,0,3,0,1330,60,0,0,0,9505,0,1,0.84259933
1,3,870,780,3,6,0,240,130,0,0,0,9510,0,1,0.93688536
1,2,840,70,0,0,0,660,60,0,0,0,9524,0,1,0.76079744
0,2,1540,150,0,0,2,1540,60,0,0,0,9539,1,1,0.7826191
1,1,1160,640,0,0,0,1160,60,0,0,0,9540,0,1,0.86680126
1,1,7030,270,0,0,5,7030,270,0,0,0,9543,0,0,0.8408374
1,2,930,130,0,2,3,830,130,1,2,1,9553,0,1,0.6847265
0,2,310,290,1,1,5,280,30,0,0,0,9574,1,1,0.8628889
1,1,3330,130,0,0,2,3330,130,0,0,0,9578,0,1,0.8517345
1,3,3180,240,0,0,6,2980,120,1,12,1,9613,0,0,0.6674887
0,2,50,50,2,6,0,10,10,0,0,0,9615,1,1,0.7803165
0,3,2630,120,0,0,0,2630,0,0,0,0,9621,1,1,0.6521732
0,2,1360,370,0,6,0,1360,210,0,0,0,9648,1,1,0.9005269
0,2,2130,180,0,0,6,1920,90,1,13,1,9650,1,0,0.59967077
1,1,820,150,0,4,0,820,150,0,0,0,9679,0,1,0.8895569
0,1,5950,210,0,0,0,5950,210,0,0,0,9690,1,1,0.83917516
0,3,80,80,2,6,0,50,0,0,0,0,9692,1,0,0.7547325
0,3,1450,130,0,0,6,1240,130,2,4,1,9705,1,1,0.7011343
0,2,2180,2180,1,0,6,2070,110,0,0,0,9721,1,0,0.83658355
0,2,640,110,0,0,5,460,90,1,8,1,9730,1,1,0.567396
0,1,310,250,1,1,5,10,250,0,0,0,9743,1,1,0.8539464
1,2,20,30,4,6,0,20,0,0,0,0,9782,0,1,0.7657356
0,2,1030,90,0,0,0,950,0,2,5,1,9785,1,0,0.34633285
0,3,6290,310,0,0,0,6290,310,0,0,0,9797,1,1,0.8152013
0,2,630,140,0,0,5,460,50,1,6,1,9802,1,1,0.628812
0,2,1840,150,0,0,0,1600,80,1,2,1,9810,1,1,0.6797878
1,1,2510,200,0,0,6,2280,110,1,12,1,9811,0,0,0.61610323
1,1,10,10,0,6,0,10,10,0,0,0,9823,0,0,0.7449975
1,2,60,60,1,6,0,0,60,0,0,0,9824,0,1,0.7781036
0,1,110,110,2,6,0,30,60,0,0,0,9827,1,1,0.8450653
0,2,1970,1970,2,5,0,240,1970,1,2,1,9830,1,1,0.90232664
1,1,1310,1480,1,0,0,950,90,2,3,1,9882,0,1,0.89297026
0,3,600,690,1,0,0,390,690,0,0,0,9890,1,1,0.91750985
0,2,320,320,2,6,0,290,70,0,0,0,9896,1,1,0.9025852
0,3,1490,880,1,6,0,650,880,1,6,1,9901,1,0,0.8692374
0,3,0,0,0,6,0,0,0,1,1,1,9929,1,1,0.6793431
0,3,1020,1050,4,6,0,650,870,0,0,0,9931,1,1,0.9368938
0,2,1090,1090,1,6,0,0,0,1,1,1,9958,1,1,0.8298602
1,3,740,740,3,6,0,0,0,0,0,0,9981,0,1,0.841703
0,3,260,50,0,1,2,200,40,0,0,0,9987,1,1,0.57405454
0,2,120,0,0,6,0,120,0,0,0,0,9996,1,1,0.77756774
0,2,4170,120,0,0,1,4170,110,0,0,0,10018,1,1,0.8249108
0,3,1510,140,0,0,6,1370,50,1,2,1,10019,1,0,0.6447539
0,2,1820,60,0,6,0,1820,60,0,0,0,10028,1,1,0.8253646
0,3,5690,270,0,0,3,5620,270,0,0,0,10035,1,1,0.8244776
1,3,310,310,3,6,0,290,0,1,2,1,10048,0,1,0.7856015
1,3,1780,90,0,6,0,1780,90,0,0,0,10081,0,1,0.8543632
0,3,460,460,3,6,0,0,50,1,1,1,10099,1,0,0.8697466
0,2,1900,140,0,0,6,1850,0,1,14,1,10151,1,0,0.503704
0,3,60,60,3,6,0,0,30,1,1,1,10170,1,1,0.76480055
0,2,930,70,0,0,0,790,50,2,6,1,10180,1,0,0.53783345
1,2,910,60,0,0,0,900,0,1,13,1,10196,0,1,0.4895543
0,3,150,150,1,6,0,140,0,1,2,1,10208,0,1,0.70315474
1,1,1800,290,1,3,0,1800,70,1,2,1,10216,0,0,0.8245932
0,2,1430,90,0,0,6,1240,90,0,0,0,10221,1,1,0.6972539
0,2,4400,180,0,0,4,3470,120,0,0,0,10223,1,1,0.66058606
1,3,1540,80,0,0,3,1540,80,0,0,0,10238,0,1,0.8445384
0,3,1260,750,2,6,0,30,130,0,0,0,10245,1,1,0.8572583
1,3,1830,90,0,0,0,1610,90,0,0,0,10268,0,1,0.7498993
0,2,1510,60,0,0,3,1510,0,1,4,1,10270,1,1,0.6143386
0,3,0,0,0,6,0,0,0,1,1,1,10272,1,1,0.6732658
0,2,610,610,1,5,0,0,0,1,1,1,10287,1,0,0.82291985
1,2,990,110,0,0,6,900,50,1,4,1,10325,0,0,0.40856147
0,3,1040,130,0,0,0,980,60,1,5,1,10330,1,0,0.6671481
1,3,220,150,1,2,0,180,70,0,0,0,10349,0,0,0.89352936
0,2,610,40,0,0,0,570,40,1,9,1,10354,1,0,0.653971
1,3,390,120,2,4,0,390,50,1,4,1,10359,0,1,0.78665715
1,3,2790,310,0,0,6,2620,90,1,2,1,10360,0,0,0.728114
1,2,3270,110,0,2,0,3270,110,1,2,1,10364,0,1,0.82764626
0,2,300,310,5,6,0,0,0,1,1,1,10365,1,1,0.8206671
0,3,860,490,3,6,0,460,20,0,0,0,10382,1,1,0.78962284
1,2,200,50,0,0,0,150,0,1,7,1,10402,0,0,0.29320237
0,2,5290,110,0,0,2,2630,110,0,0,0,10413,1,1,0.7763149
0,3,240,490,4,3,0,20,40,2,4,1,10447,1,0,0.8391096
1,3,1410,250,0,6,0,1390,50,0,0,0,10471,0,1,0.80078954
0,2,10330,1530,0,0,2,8960,1530,0,0,0,10516,1,1,0.81272984
1,1,1190,1190,3,6,0,140,1190,1,2,1,10517,0,1,0.8907329
0,2,30,960,2,6,0,10,0,1,13,1,10536,1,1,0.8010975
0,2,700,150,0,6,0,700,60,0,0,0,10550,1,1,0.8701776
0,3,600,160,0,0,5,530,130,0,0,0,10554,1,1,0.7403043
0,2,2760,520,0,0,6,1430,90,1,6,1,10569,1,1,0.80325985
0,1,1500,60,0,3,3,1470,60,0,0,0,10584,1,1,0.8101372
0,2,480,310,1,5,0,90,30,0,0,0,10590,1,1,0.8262764
1,1,2310,290,0,0,0,2090,0,1,8,1,10597,0,0,0.56130785
1,3,3080,2230,1,3,0,360,2230,0,0,0,10615,0,1,0.9014338
0,2,140,140,1,6,0,0,0,0,0,0,10656,1,1,0.77455133
0,1,2520,1660,2,3,0,30,30,0,0,0,10664,1,1,0.84608614
0,3,610,0,0,5,0,610,0,0,0,0,10718,1,1,0.6643323
